Raw_pH,Raw_COD_mgL,Raw_BOD_mgL,Raw_TDS_mgL,Raw_TSS_mgL,Input_Lime_kg_m3,Input_Urea_kg_m3,Input_DAP_kg_m3,Output_Biogas_m3_m3,Quarter,Operating_Shift_Morning,Operating_Shift_Night,Production_Level_Low,Production_Level_Medium,Plant_Status_Normal Operation,Season_Dry Season,Season_Long Rains,Season_Short Rains
-0.29791341559865303,-0.8190526187147369,-0.7780088924001033,-0.23671735069499805,-0.9930744283609315,0.6362084859765926,0.18446450086797514,0.022975927514531074,0.41996094545716317,0.07175844703073003,9.863525216408089,3.0290353081526518,2.8239617898584606,-1.860619217464859,6.382985948156126,0.07024848465663106,0.012395999888700313,0.004227369266696421
-0.26298978266607975,-0.8776953951894878,-0.9562291923295955,-0.3254239367686752,-0.676590218869854,0.7853162439996297,-0.0747137261060207,-0.3311464158027031,0.4622981270726501,0.09389205934128508,9.434672145714332,-1.4994296033078502,6.910426614836607,-1.8897776747718553,7.956550912480349,-0.22435510851296903,0.014300750441018034,-0.0027432995607103677
-0.3070272653913652,-0.6331862525908726,-0.8722028192994231,-0.22704346455430388,-0.5104983780060321,0.5985473982066655,0.3425442101622869,-0.2685031673537477,0.3557752095973019,0.059737996301746046,5.018197256372158,-1.4216091996513016,6.8882233524825915,3.659515065946848,6.047649501670291,-0.2169679698889962,0.01936727515635679,0.0038437508398333647
-0.6498318935771079,-0.47974312592155705,-1.1304890503701601,-0.3158819146794978,-0.2317001340340512,0.8276464290713911,0.43469061171151213,-0.25140898137768647,0.4530365613015777,0.0351296342172923,6.376951106830327,12.70579545918476,-10.85449943520429,2.351682137997188,9.159629098424176,0.11886602089311796,0.04949178475948535,-0.063001809226487
-2.1281503326889593,-0.6806672067779741,-2.101476763654495,-0.6280329924306811,0.613758390262473,2.2697717179718193,0.4535192431932937,-0.3780232283930494,0.6479099107451926,0.15721510116103454,-5.8334120929657916,-3.6571517265194027,-20.106427625446983,4.85552595993428,30.22735722923339,-0.36720653794075475,0.1780644288397537,0.07045569214335726
-0.46288339867442135,-0.8720362162666159,-1.1908276957177137,-0.3685903490546177,-0.8673757694540309,1.0274465312199823,0.3788905348305592,-0.23317977496802758,0.5923064809648122,0.0889413828581089,-7.958834304258663,-1.0852625450297233,5.976313396969022,11.199249832082309,10.096029482051268,0.07012513242983183,0.015770694746982873,-0.15305424806243562
-0.3500733561351991,-0.6730569324824253,-0.8885757213079953,-0.26853976067186963,-0.44051786821565925,0.6369977300979424,-0.14201887389163373,-0.2961655621814068,0.3550373761179895,0.06018255632634339,5.003660880863784,-1.4504459811530734,7.098298924756446,3.627309802879509,6.169099307237355,0.08165018334837458,0.01894285549176127,-0.005423061080239862
-0.32169163827753,-0.7242406123235291,-0.878657786326084,-0.26884559046352646,-0.9211907326347125,0.7208140156193268,0.3460342881480737,-0.3532721056629264,0.5054560782641405,0.06435756668661896,9.47112714782101,-1.4005176261473535,6.328855696705865,-1.8833731833871203,7.864856417988254,0.08877199291674463,-0.10323455858886278,0.0011131296616586764
-0.6307711731246403,-1.0360379288375718,-1.5714537020302128,-0.48018729774184604,-0.7418163653879706,1.0775874280733335,0.1112797864237326,-0.13709895684175305,0.7591303076508228,0.16232617639551764,-7.7483720484937475,-1.1368510273448573,6.0000354343822035,11.249954968137992,10.112911605707795,0.07092321662339306,-0.09598741707018665,0.0207894934779911
-0.48220696267340785,-0.840341891731292,-1.0335144906884808,-0.5251645194805479,-2.3554193446683587,1.6373299372072172,0.5410382891082628,-0.12450241995190023,1.5881219847376622,0.014681706881387901,-15.000810953791957,-1.10112783784146,3.7293052543988665,-5.824934484057525,21.241381009099666,0.08969381063886298,-0.11296938432377789,0.015802797136848255
