Raw_pH,Raw_COD_mgL,Raw_BOD_mgL,Raw_TDS_mgL,Raw_TSS_mgL,Input_Lime_kg_m3,Input_Urea_kg_m3,Input_DAP_kg_m3,Output_Biogas_m3_m3,Quarter,Operating_Shift_Morning,Operating_Shift_Night,Production_Level_Low,Production_Level_Medium,Plant_Status_Normal Operation,Season_Dry Season,Season_Long Rains,Season_Short Rains
-2.2428358412127336,5.892504228945103,1.6544386806635387,-0.12700608333808844,0.9918231238982752,0.45671944167457196,-0.09752741455429913,-0.9794765999004761,6.458623452095307,-0.08301355981848237,0.09647803065650977,-0.27139245992926786,-0.07088233703207172,-0.11846869414996328,0.7894788424173703,0.04437677966561673,-0.1467283722125621,0.12331378213178194
-1.6245934550872905,4.349386470162885,0.7351850709053197,-0.25076597696869785,0.8712225822276322,0.8616814659787037,-0.6201468437523017,2.1652461195453196,5.627871772773847,0.026027072301649714,0.02425147896359069,0.17338463945975358,-0.0443125184060289,-0.040035144977190316,0.7349035548655596,-0.3346107147611784,-0.09537507553135277,0.12443783563306222
-2.298486561181934,5.251789362343871,1.3311053015724794,-0.22691332077772722,1.2263061923656424,0.25161507251263715,-0.4820305758085597,1.7704833056672067,6.048703840505328,0.06594793329311076,0.0678245793528162,0.11608988229292903,-0.06163403483992617,0.13108432188453834,0.7358826908432662,-0.40687144540260234,-0.07962735827057482,0.10582248031416104
-2.3152797179677456,6.068692178703191,1.3986458592703628,-0.3719288576810956,1.3157513185093,0.17694225900789973,-0.38074751086087244,1.3891971122681268,6.206365303318692,0.1654107618571936,0.059248316409592924,-0.5073683271055247,0.00021855470240976868,0.14227598868655916,0.885520718278504,0.013437126222737223,-0.08024017605925711,-0.645715907560038
-1.9365740967129577,4.9640773146439505,1.4724515457712222,-0.06646035975391745,0.8666626845282412,0.09947438434684368,-0.30431098885955254,-1.2067256768162786,5.005165014614601,-0.1251354569822094,-0.032043114961588265,0.03230509595751147,0.09649391326906202,0.12098755431754904,1.0308811140100036,-0.47733111662867417,-0.1277963769947765,0.11830356625090432
-2.1927174531607774,5.510678680872085,1.3689489405530855,-0.32156736063114505,0.8499255665436637,0.22793203094013914,-0.4368939210304507,1.717493560522607,5.888449086623224,0.17969152813666167,0.04706340230847919,0.11723624128873858,-0.051124183108651355,0.13346678752164037,0.7939982546405908,0.017825390973848814,-0.10087007332393434,-0.6124448130032194
-1.5101431529083214,4.629244632193908,0.635872447688169,-0.3972460260589836,0.899902133778325,0.5701623486724049,-0.7250465578133964,2.0103313588969796,5.030135102460161,0.04499854506689552,0.022903777200932025,0.1498751124723656,-0.05113895168877169,0.10373232293700199,0.8895866597116159,0.014596546296836975,-0.08993880344010077,-0.7140691621326569
-2.453423196074028,6.181115882705474,1.561362073539844,-0.22510710981470294,0.9799245298095888,0.37753044690073634,-0.47628158463288967,1.58494161271641,7.3825895283727805,0.07728984202588228,0.05181036633183462,0.09148201313921651,-0.04805992468286704,-0.10998362783889915,0.686392864942028,0.00988497843810397,0.14368544351048804,0.10193752727757291
-1.4625918465182126,4.633574558745824,0.6500172428620918,-0.13025591600768716,0.8116275316238577,0.3914395445722394,-0.594296028944199,1.8549170463116087,5.443297702396853,-0.04000307394129679,0.06695601649423277,0.13603487559420274,-0.0413177355917298,0.0969714194321734,0.830078783326846,0.011117626650494754,0.16982545980377203,0.12303179318893995
-2.304769827939001,5.88627486824097,1.620990523597648,-0.1531143978427464,0.8144842570120367,0.41066388391940356,-0.4813691853435384,1.6348040503849535,7.145825970488029,0.03275647398229157,0.02880106013977105,0.0883346980372384,-0.042811443528186784,-0.10588513323645869,0.7152176233729277,0.012833761961935062,0.15780163554485013,0.09625284787444464
