Raw_pH,Raw_COD_mgL,Raw_BOD_mgL,Raw_TDS_mgL,Raw_TSS_mgL,Input_Lime_kg_m3,Input_Urea_kg_m3,Input_DAP_kg_m3,Output_Biogas_m3_m3,Quarter,Operating_Shift_Morning,Operating_Shift_Night,Production_Level_Low,Production_Level_Medium,Plant_Status_Normal Operation,Season_Dry Season,Season_Long Rains,Season_Short Rains
0.04276649838010979,0.24549647047024367,-0.23081985247687445,-0.7955602210977131,0.12627318086414738,0.433201081198028,0.19173587239702797,-0.10378321624442076,-0.4428200507305573,0.05056691423349356,-0.017477478910695236,-0.030717942738706438,0.03715397964174821,-0.02123454847810246,-0.06786645692659615,0.03500978630611526,-0.05326145428158867,0.0004957717276674013
0.03559061396812599,0.37513330787704685,-0.2987182780668484,-1.2572907731506668,0.08558479369122009,0.4557552439289372,0.04373199638724132,0.07010911141432292,-0.30307186476029135,0.015613640413166513,-0.02263082813486154,-0.007199284954135718,0.059254827306961695,0.028251952942879903,-0.07785392531829509,-0.09115854768525214,-0.03643711794884642,-0.005506534577367918
0.011760869645645643,0.26574253105875334,-0.25448751651250495,-1.0511284408798454,0.019841637213301146,0.42418286865601895,0.3058289301178603,0.07314285566577217,-0.4426792262911059,0.02092421248076602,-0.01400905171420455,-0.009078825526323596,0.031218256902778112,-0.016782094951752705,-0.09936042967014037,-0.08738827231223265,-0.0489855855876331,0.00041561503817778736
0.02165573238903813,0.23635159298570635,-0.22172036736309894,-1.0242103828421953,0.06241239043747287,0.3864877003422438,0.37621452960214385,0.12698136098812943,-0.5095819270441931,0.04078401752501418,0.01022031158364503,0.0022439268023890266,-0.07855023360619036,-0.018077672365850592,-0.10716658937672145,0.033049533670897684,-0.058590863635332155,-0.012678060093105225
0.11430856369974544,0.2724592769282853,-0.20307229825084577,-0.8776609521278788,0.18241859026888793,0.44897670746563545,0.3016228055985968,-0.07716707201559596,-0.44561305897497805,0.0880679066083889,0.014262779917451647,0.01666003419657095,-0.10130565999332937,0.0221091060362612,-0.08068680037556071,-0.06641079977089175,-0.054653362099053034,-0.0018241004450302647
0.016159434561320477,0.26231120336925456,-0.22377911317171473,-0.9907054059892364,-0.0007059559044704214,0.44991083751348904,0.3054056086312487,0.06030223553791062,-0.4209111432252675,0.04008045338237743,-0.001965910873663526,-0.002465653777590199,0.03269795783885559,-0.017407769764864117,-0.1044232408163063,0.0340471664488171,-0.046400451992387674,-0.016325251767781244
0.04816837543519885,0.3893026303016968,-0.24516622169955798,-1.0664407225883232,0.056345939881358345,0.4080629110078815,0.06488573509112867,0.01856838002287555,-0.3083814710853543,0.021152600472938578,-0.018947604665686787,-0.002422123825537771,0.05405333568554463,-0.026958863204015634,-0.09545234358898091,0.039324283756052694,-0.036015932625471765,-0.010920575038414048
-0.003069155152882435,0.18828863056560047,-0.2716710505165529,-1.00565164528411,0.06362592343911962,0.4423867375240858,0.31919366029239293,0.1402313581003151,-0.4672625121853944,0.03177724373278233,-0.002837446353299649,-0.01032272089205266,0.023587136326523532,0.023306394442548256,-0.10290771555785799,0.03827621567746341,0.11505777595003527,0.0004828365579423188
0.05166232470549858,0.3497684973740677,-0.2113061463167007,-1.0547197788571065,0.09994558203666022,0.40422807325263826,0.05969228489316146,0.013141787017036265,-0.29151920747303134,0.043249680158532755,0.012181358439696385,-0.001649405221969766,0.054566555597046505,-0.03158578940263464,-0.09784961561532424,0.03905538286927611,0.07337777286903377,-0.006414356325874791
0.024693803231508327,0.197334438258083,-0.26536807718711686,-0.9932529443663899,0.06645097528240582,0.4617893865111614,0.2911928205924756,0.12864607701428266,-0.43661216581370943,0.052634682840120385,0.0030058183435862813,-0.006711840549575759,0.02666714807157475,0.01854455442276205,-0.10038743415284282,0.03844527326676072,0.10490667610699758,0.0005124747945679786
